text,term_true,cat_true,pol_true,analysis
then i one night i plugged it in and woke up to a dead chromebook .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'one night i plugged it in and woke up to a dead chromebook', 'sentiment': 'negative'}]"
it ' s too heavy to really use as a tablet .,['LAPTOP'],['PORTABILITY'],['0'],"[{'category': 'Portability', 'aspect': 'Laptop', 'segment': ""it ' s too heavy to really use as a tablet"", 'sentiment': 'negative'}]"
transfer speeds ( lan to nas ) were miserably slow ( 10 - 30mbps ) .,['PORTS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Network_Speed', 'segment': 'transfer speeds ( lan to nas ) were miserably slow ( 10 - 30mbps )', 'sentiment': 'negative'}]"
"it was perfect with no backlight bleed , no shimmery matte texture , no uneven backlight , no dead / stuck pixels .",['DISPLAY'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'perfect with no backlight bleed', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'no shimmery matte texture', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'no uneven backlight', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'no dead / stuck pixels', 'sentiment': 'positive'}]"
"this product was fantastic - - great build quality , screen resolution , keyboard - - until one day it stopped turning on .","['LAPTOP', 'LAPTOP', 'DISPLAY', 'KEYBOARD', 'LAPTOP']","['GENERAL', 'QUALITY', 'GENERAL', 'GENERAL', 'OPERATION_PERFORMANCE']","['2', '2', '2', '2', '0']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'great build quality', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'screen resolution', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'keyboard', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'stopped turning on', 'sentiment': 'negative'}]"
i ' ve been repairing products for years and it was clear this was a power _ supply issue .,['POWER_SUPPLY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Connectivity', 'aspect': 'Power_Supply', 'segment': 'it was clear this was a power _ supply issue', 'sentiment': 'negative'}]"
"if this device weren ' t nearly $ 500 i might expect it to only last a year , but at this price point it ' s unacceptable .",['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Lifespan', 'segment': 'i might expect it to only last a year', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Lifespan', 'segment': ""but at this price point it ' s unacceptable"", 'sentiment': 'negative'}]"
some of the things i wanted to do with this notebook were limited by the os .,['OS'],['GENERAL'],['0'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'some of the things i wanted to do with this notebook were limited by the os', 'sentiment': 'negative'}]"
"the laptop was great , lightweight , booted fast , simple to use .","['LAPTOP', 'LAPTOP', 'LAPTOP', 'LAPTOP']","['GENERAL', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'USABILITY']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Laptop', 'segment': 'the laptop was great', 'sentiment': 'positive'}, {'category': 'Portability', 'aspect': 'Laptop', 'segment': 'lightweight', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'booted fast', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'Laptop', 'segment': 'simple to use', 'sentiment': 'positive'}]"
even just this last month it still rates ( on several tech sites ) as one of the best overall chromebook lines to get .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'one of the best overall chromebook lines to get', 'sentiment': 'positive'}]"
the asus customer service people are rude and have no answers .,['SUPPORT'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'the asus customer service people are rude', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'have no answers', 'sentiment': 'negative'}]"
things were fine until the unit stopped charging .,"['LAPTOP', 'POWER_SUPPLY']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '0']","[{'category': 'Connectivity', 'aspect': 'Power_Supply', 'segment': 'the unit stopped charging', 'sentiment': 'negative'}]"
this is the problem with companies today .,['COMPANY'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Company', 'segment': 'this is the problem with companies today', 'sentiment': 'negative'}]"
asus customer service sucks .,['SUPPORT'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Customer_Service', 'segment': 'asus customer service sucks', 'sentiment': 'negative'}]"
"i call customer service , first they argue and say customer damage then to try and placate me they say they have an adp accidental damage and protection plan one time for one year .",['SUPPORT'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'i call customer service', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'first they argue and say customer damage', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Customer Service', 'segment': 'to try and placate me they say they have an adp accidental damage and protection plan one time for one year', 'sentiment': 'negative'}]"
"it is a beautiful , well built laptop .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'it is a beautiful', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'well built laptop', 'sentiment': 'positive'}]"
that ' s nutty for an expensive premium product .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'PRICE']","['0', '0']","[{'category': 'Price', 'aspect': 'Laptop', 'segment': ""that ' s nutty for an expensive premium product"", 'sentiment': 'negative'}]"
asus what the heck were you thinking when you designed this product ?,['COMPANY'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Company', 'segment': 'what the heck were you thinking when you designed this product ?', 'sentiment': 'negative'}]"
i seriously love the product but i may have to return it .,"['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['2', '0']","[{'category': 'General', 'aspect': 'Product', 'segment': 'i seriously love the product', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Product', 'segment': 'i may have to return it', 'sentiment': 'negative'}]"
now i only leave it charging until it ' s full but the battery time is still decreasing .,['BATTERY'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': ""i only leave it charging until it ' s full"", 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'the battery time is still decreasing', 'sentiment': 'negative'}]"
very impressed with my first chromebook .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'very impressed with my first chromebook', 'sentiment': 'positive'}]"
i don ' t use it as much in tablet mode as i thought as it is a little heavy when in that configuration .,['LAPTOP'],['PORTABILITY'],['0'],"[{'category': 'Usability', 'aspect': 'Tablet_Mode', 'segment': ""i don ' t use it as much in tablet mode"", 'sentiment': 'negative'}, {'category': 'Usability', 'aspect': 'Tablet_Mode', 'segment': 'it is a little heavy when in that configuration', 'sentiment': 'negative'}]"
i had high hopes for this tablet / computer based on customer reviews .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Tablet', 'segment': 'i had high hopes', 'sentiment': 'positive'}]"
google docs work fine .,['SOFTWARE'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'google docs work fine', 'sentiment': 'positive'}]"
"a chromebook does most of what i need , except gaiming .",['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Gaming', 'segment': 'a chromebook does most of what i need , except gaming', 'sentiment': 'negative'}]"
"second , and most annoying , it would not identify my printer in cloud print .",['PORTS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Connectivity', 'aspect': 'Printer', 'segment': 'it would not identify my printer in cloud print', 'sentiment': 'negative'}]"
"so , guess i ' m screwed , because now after 6 months my tpm is no longer working and the whole computer is useless .","['HARD_DISC', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'TPM', 'segment': 'my tpm is no longer working', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'TPM', 'segment': 'the whole computer is useless', 'sentiment': 'negative'}]"
"product is sturdy , lightweight , fast , and the battery runtime was as advertised !","['LAPTOP', 'LAPTOP', 'LAPTOP', 'BATTERY']","['DESIGN_FEATURES', 'DESIGN_FEATURES', 'OPERATION_PERFORMANCE', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Laptop', 'segment': 'product is sturdy', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Laptop', 'segment': 'lightweight', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Laptop', 'segment': 'fast', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Laptop', 'segment': 'the battery runtime was as advertised', 'sentiment': 'positive'}]"
i had to buy a mouse because the touchpad is very sticky .,['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Usability', 'aspect': 'Touchpad', 'segment': 'the touchpad is very sticky', 'sentiment': 'negative'}]"
"not at all pleasant to use also , the screen quality is just so - so .","['LAPTOP', 'DISPLAY']","['GENERAL', 'QUALITY']","['0', '1']","[{'category': 'Usability', 'aspect': 'Screen', 'segment': 'not at all pleasant to use', 'sentiment': 'negative'}, {'category': 'Usability', 'aspect': 'Screen', 'segment': 'the screen quality is just so - so', 'sentiment': 'negative'}]"
and not buy any asus product again,['COMPANY'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Company', 'segment': 'not buy any asus product again', 'sentiment': 'negative'}]"
the third one is ok but has a dead pixel .,['LAPTOP'],['GENERAL'],['1'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'has a dead pixel', 'sentiment': 'negative'}]"
i ' ve contacted amazon and asus and no response .,"['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Support', 'segment': ""i ' ve contacted amazon and asus"", 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Support', 'segment': 'no response', 'sentiment': 'negative'}]"
this piece of crap won ' t hold a wifi signal or has a really weak signal .,['LAPTOP'],['CONNECTIVITY'],['0'],"[{'category': 'Connectivity', 'aspect': 'WiFi', 'segment': ""this piece of crap won ' t hold a wifi signal"", 'sentiment': 'negative'}, {'category': 'Connectivity', 'aspect': 'WiFi', 'segment': 'has a really weak signal', 'sentiment': 'negative'}]"
several of my chrome extensions perform poorly and have to be disabled altogether which degrades my work production experience .,['SOFTWARE'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'several of my chrome extensions perform poorly', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Software', 'segment': 'have to be disabled altogether which degrades my work production experience', 'sentiment': 'negative'}]"
"however , 1 ) the speakers on this thing are horrible .",['MULTIMEDIA_DEVICES'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'the speakers on this thing are horrible', 'sentiment': 'negative'}]"
battery life is not good .,['BATTERY'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery life is not good', 'sentiment': 'negative'}]"
but screen is very weird .,['DISPLAY'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'screen is very weird', 'sentiment': 'negative'}]"
"the intel m3 processor is amazing , this thing can do a ton of multi - tasking and the google play store is nice to have , the android apps variants trump the chromebook pre - loaded apps .","['CPU', 'SOFTWARE', 'SOFTWARE']","['OPERATION_PERFORMANCE', 'GENERAL', 'OPERATION_PERFORMANCE']","['2', '2', '2']","[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'the intel m3 processor is amazing', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'this thing can do a ton of multi - tasking', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'the google play store is nice to have', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'the android apps variants trump the chromebook pre - loaded apps', 'sentiment': 'positive'}]"
"a great chromebook , but stopped charging in 3 months .","['LAPTOP', 'LAPTOP']","['GENERAL', 'OPERATION_PERFORMANCE']","['2', '0']","[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'a great chromebook', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'stopped charging in 3 months', 'sentiment': 'negative'}]"
i was really excited to purchase this product because it was more affordable .,"['LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE']","['2', '2']","[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'more affordable', 'sentiment': 'positive'}]"
"chromebooks are cool , but they dont last at all .","['LAPTOP', 'LAPTOP']","['DESIGN_FEATURES', 'OPERATION_PERFORMANCE']","['2', '0']","[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'chromebooks are cool', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Chromebook', 'segment': 'but they dont last at all', 'sentiment': 'negative'}]"
hey this machine is extremely useable and functionable .,"['LAPTOP', 'LAPTOP']","['USABILITY', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Usability', 'aspect': 'Laptop', 'segment': 'this machine is extremely useable', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'Laptop', 'segment': 'functionable', 'sentiment': 'positive'}]"
battery no longer charging .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery no longer charging', 'sentiment': 'negative'}]"
"furthermore , the file system is extremely complicated to use .",['OS'],['USABILITY'],['0'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'the file system is extremely complicated to use', 'sentiment': 'negative'}]"
the display panel on the machine i received is warped .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the display panel on the machine i received is warped', 'sentiment': 'negative'}]"
half the time it doesn ' t want to turn on and just flashes .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Power_Supply', 'segment': ""half the time it doesn ' t want to turn on"", 'sentiment': 'negative'}]"
"the machine looks great from the hardware point , but the whole concept of chrome os and cloud applications sucks .","['LAPTOP', 'HARDWARE', 'OS', 'SOFTWARE']","['GENERAL', 'DESIGN_FEATURES', 'GENERAL', 'GENERAL']","['2', '2', '0', '0']","[{'category': 'Design_Features', 'aspect': 'Hardware', 'segment': 'the machine looks great from the hardware point', 'sentiment': 'positive'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'the whole concept of chrome os and cloud applications sucks', 'sentiment': 'negative'}]"
"in the middle of using , it rebooted , then went into an endless boot loop , so i tried to reset it to factory default , now it says chrome os is missing or damaged .",['OS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'OS', 'segment': 'it rebooted , then went into an endless boot loop', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'OS', 'segment': 'now it says chrome os is missing or damaged', 'sentiment': 'negative'}]"
the screen hinge feels weak .,['HARDWARE'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Hinge', 'segment': 'the screen hinge feels weak', 'sentiment': 'negative'}]"
screen is average by 2017 standards .,['DISPLAY'],['QUALITY'],['1'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'screen is average by 2017 standards', 'sentiment': 'neutral'}]"
the chromebook is brilliant overall .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': 'the chromebook is brilliant overall', 'sentiment': 'positive'}]"
google provides zeros customer support related to the os .,"['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Support', 'segment': 'google provides zeros customer support related to the os', 'sentiment': 'negative'}]"
horrible product .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'horrible product', 'sentiment': 'negative'}]"
tech support is no help unless you are willing to part with your computer for months without guarantee of return .,['SUPPORT'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Support', 'segment': 'tech support is no help', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Support', 'segment': 'unless you are willing to part with your computer for months without guarantee of return', 'sentiment': 'negative'}]"
i am having a very difficult time with this chromebook .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Usability', 'aspect': 'OS', 'segment': 'i am having a very difficult time with this chromebook', 'sentiment': 'negative'}]"
it freezes constantly and needs to be shut off to start again .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it freezes constantly', 'sentiment': 'negative'}]"
the microphone does not work with regular speaker .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Connectivity', 'aspect': 'Microphone', 'segment': 'the microphone does not work with regular speaker', 'sentiment': 'negative'}]"
the tablet mode is horribly integrated with the os and applications .,"['LAPTOP', 'OS', 'SOFTWARE']","['GENERAL', 'GENERAL', 'GENERAL']","['0', '0', '0']","[{'category': 'Usability', 'aspect': 'OS', 'segment': 'the tablet mode is horribly integrated', 'sentiment': 'negative'}]"
i tried returning the second one bu it does n ' t give me the option to return it .,['SUPPORT'],['GENERAL'],['0'],"[{'category': 'Quality', 'aspect': 'Return_Policy', 'segment': 'i tried returning the second one', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Return_Policy', 'segment': ""it does n ' t give me the option to return it"", 'sentiment': 'negative'}]"
this is nothing more than an okay laptop to get you through basic work activities .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': 'this is nothing more than an okay laptop', 'sentiment': 'neutral'}, {'category': 'General', 'aspect': 'Laptop', 'segment': 'to get you through basic work activities', 'sentiment': 'neutral'}]"
overall it ' s one of the nicest chrombooks out there .,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Chromebook', 'segment': ""it ' s one of the nicest chrombooks out there"", 'sentiment': 'positive'}]"
"however , mine came with an annoying trackpad .",['KEYBOARD'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'mine came with an annoying trackpad', 'sentiment': 'negative'}]"
the top metal monitor casing seems to be soft and bendable .,"['HARDWARE', 'HARDWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Monitor', 'segment': 'the top metal monitor casing seems to be soft and bendable', 'sentiment': 'negative'}]"
"mine arrived with the metal screen casing slightly bent , i can easily bend it back , not sure about the durability of this thing in the long term .",['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'the metal screen casing slightly bent', 'sentiment': 'negative'}, {'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'i can easily bend it back', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Construction', 'segment': 'not sure about the durability of this thing in the long term', 'sentiment': 'negative'}]"
"however , shortly after i received it , a buzzing sound started coming out of the right side usb port .",['PORTS'],['QUALITY'],['0'],"[{'category': 'Connectivity', 'aspect': 'Ports', 'segment': 'a buzzing sound started coming out of the right side usb port', 'sentiment': 'negative'}]"
so chromebook with some manufacturing issues + bad customer service,"['LAPTOP', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Quality', 'aspect': 'Company', 'segment': 'chromebook with some manufacturing issues', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Company', 'segment': 'bad customer service', 'sentiment': 'negative'}]"
they 1080 screen makes the fonts to small for this size screen .,['DISPLAY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the 1080 screen', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Display', 'segment': 'fonts to small for this size screen', 'sentiment': 'negative'}]"
i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .,"['OS', 'LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE', 'PRICE']","['0', '0', '0']","[{'category': 'Usability', 'aspect': 'OS', 'segment': 'i find the chromium os to be very limiting', 'sentiment': 'negative'}, {'category': 'Usability', 'aspect': 'OS', 'segment': 'would not recommend it over a cheap windows pc', 'sentiment': 'negative'}]"
"the keyboard is fantastic , but it ' s just a keyboard .",['KEYBOARD'],['GENERAL'],['2'],"[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard is fantastic', 'sentiment': 'positive'}]"
the touchpad is also some strange off color plastic .,['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': 'the touchpad is also some strange off color plastic', 'sentiment': 'negative'}]"
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,"['KEYBOARD', 'KEYBOARD', 'KEYBOARD']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Trackpad', 'segment': 'faulty trackpad resulting in jerky erratic cursor movement', 'sentiment': 'negative'}]"
i then noticed a dead pixel on the screen .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'dead pixel on the screen', 'sentiment': 'negative'}]"
"however , if you want a really speedy chromebook , it ' s great .","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Chromebook', 'segment': ""if you want a really speedy chromebook , it ' s great"", 'sentiment': 'positive'}]"
the first unit i received shortly died after a few hours of usage .,['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Laptop', 'segment': 'the first unit i received shortly died after a few hours of usage', 'sentiment': 'negative'}]"
"i like the addition of the cooler boost button , but most of the time i don ' t have to use it because i have a thermaltake auto laptop cooling pad that monitors the bottom surface of my laptop .",['FANS&COOLING'],['GENERAL'],['1'],"[{'category': 'Design_Features', 'aspect': 'Fans&Cooling', 'segment': 'i like the addition of the cooler boost button', 'sentiment': 'positive'}, {'category': 'Design_Features', 'aspect': 'Fans&Cooling', 'segment': ""but most of the time i don ' t have to use it because i have a thermaltake auto laptop cooling pad that monitors the bottom surface of my laptop"", 'sentiment': 'positive'}]"
trackpad is ok .,['KEYBOARD'],['GENERAL'],['1'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'trackpad is ok', 'sentiment': 'neutral'}]"
wireless card is finicky with both units i had .,['HARDWARE'],['DESIGN_FEATURES'],['0'],"[{'category': 'Connectivity', 'aspect': 'Wireless', 'segment': 'wireless card is finicky', 'sentiment': 'negative'}]"
my laptop seems to lose its internet connection at random times .,['LAPTOP'],['CONNECTIVITY'],['0'],"[{'category': 'Connectivity', 'aspect': 'Internet', 'segment': 'loses its internet connection at random times', 'sentiment': 'negative'}]"
"after being on the phone with technical support and windows support for a combined 10 hours , i am told that the hardware is defective and must be replaced .",['HARDWARE'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Support', 'segment': 'after being on the phone with technical support and windows support for a combined 10 hours', 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Hardware', 'segment': 'the hardware is defective and must be replaced', 'sentiment': 'negative'}]"
run like heck from this machine .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'run like heck from this machine', 'sentiment': 'negative'}]"
"it will break , even if it works at first .",['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Laptop', 'segment': 'it will break', 'sentiment': 'negative'}]"
this laptop isn ' t even 30 days old yet .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Laptop', 'segment': ""this laptop isn ' t even 30 days old yet"", 'sentiment': 'neutral'}]"
"literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .","['DISPLAY', 'HARD_DISC', 'SOFTWARE', 'LAPTOP']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['0', '0', '0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'literally just closing it and opening it up later was a 50 / 50 proposition', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'if it would wake up , or the display would crash , or the disk would crash , or some driver would fail', 'sentiment': 'negative'}]"
hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Connectivity', 'aspect': 'Ethernet', 'segment': 'hook up the cat5', 'sentiment': 'positive'}, {'category': 'Connectivity', 'aspect': 'Ethernet', 'segment': 'the machine is screaming at high speed', 'sentiment': 'positive'}]"
"by the time i was returning it , the system was in such poor shape from the msi .",['OS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'System', 'segment': 'the system was in such poor shape from the msi', 'sentiment': 'negative'}]"
"i believe if you happen to uninstall / install the drivers in exactly the correct order and / or do a clean win 10 installation yourself , this laptop should perform well for the price .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Drivers', 'segment': 'uninstall / install the drivers in exactly the correct order', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Drivers', 'segment': 'do a clean win 10 installation yourself', 'sentiment': 'positive'}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'this laptop should perform well for the price', 'sentiment': 'positive'}]"
the sound is really terrible and tinny .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Quality', 'aspect': 'Multimedia_Devices', 'segment': 'the sound is really terrible and tinny', 'sentiment': 'negative'}]"
it ' s fast .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s fast"", 'sentiment': 'positive'}]"
excellent product,['LAPTOP'],['GENERAL'],['2'],"[{'category': 'Price', 'aspect': 'Laptop', 'segment': 'excellent product for the price', 'sentiment': 'positive'}]"
i ' ve always liked msi for their performance and fairly decent price .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'PRICE']","['2', '2']","[{'category': 'General', 'aspect': 'Company', 'segment': ""i ' ve always liked msi"", 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Company', 'segment': 'for their performance and fairly decent price', 'sentiment': 'positive'}]"
it was actually more like 1h45m and this was also after optimizing the battery .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'it was actually more like 1h45m', 'sentiment': 'negative'}, {'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'after optimizing the battery', 'sentiment': 'negative'}]"
