text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
hey this machine is extremely useable and functionable .,"['LAPTOP', 'LAPTOP']","['USABILITY', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Operation_Performance', 'aspect': 'Machine', 'segment': 'hey this machine is extremely useable and functionable', 'sentiment': 'positive', 'review_id': 461}]",['Machine'],['Operation_Performance'],[2],['hey this machine is extremely useable and functionable']
battery no longer charging .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'battery no longer charging', 'sentiment': 'negative', 'review_id': 462}]",['Battery'],['Operation_Performance'],[0],['battery no longer charging']
"furthermore , the file system is extremely complicated to use .",['OS'],['USABILITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'File System', 'segment': 'the file system is extremely complicated to use', 'sentiment': 'negative', 'review_id': 463}]",['File System'],['Operation_Performance'],[0],['the file system is extremely complicated to use']
the display panel on the machine i received is warped .,['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Display', 'segment': 'the display panel on the machine i received is warped', 'sentiment': 'negative', 'review_id': 464}]",['Display'],['Design_Features'],[0],['the display panel on the machine i received is warped']
half the time it doesn ' t want to turn on and just flashes .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Turn On', 'segment': ""half the time it doesn ' t want to turn on"", 'sentiment': 'negative', 'review_id': 465}, {'category': 'Operation_Performance', 'aspect': 'Turn On', 'segment': 'and just flashes', 'sentiment': 'negative', 'review_id': 465}]","['Turn On', 'Turn On']","['Operation_Performance', 'Operation_Performance']","[0, 0]","[""half the time it doesn ' t want to turn on"", 'and just flashes']"
"the machine looks great from the hardware point , but the whole concept of chrome os and cloud applications sucks .","['LAPTOP', 'HARDWARE', 'OS', 'SOFTWARE']","['GENERAL', 'DESIGN_FEATURES', 'GENERAL', 'GENERAL']","['2', '2', '0', '0']","[{'category': 'Design_Features', 'aspect': 'Chrome OS', 'segment': 'the whole concept of chrome os and cloud applications', 'sentiment': 'negative', 'review_id': 466}]",['Chrome OS'],['Design_Features'],[0],['the whole concept of chrome os and cloud applications']
"in the middle of using , it rebooted , then went into an endless boot loop , so i tried to reset it to factory default , now it says chrome os is missing or damaged .",['OS'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Rebooting', 'segment': 'it rebooted', 'sentiment': 'negative', 'review_id': 467}, {'category': 'Operation_Performance', 'aspect': 'Endless Boot Loop', 'segment': 'went into an endless boot loop', 'sentiment': 'negative', 'review_id': 467}, {'category': 'Operation_Performance', 'aspect': 'Factory Default', 'segment': 'tried to reset it to factory default', 'sentiment': 'negative', 'review_id': 467}, {'category': 'Operation_Performance', 'aspect': 'Chrome OS', 'segment': 'says chrome os is missing or damaged', 'sentiment': 'negative', 'review_id': 467}]","['Rebooting', 'Endless Boot Loop', 'Factory Default', 'Chrome OS']","['Operation_Performance', 'Operation_Performance', 'Operation_Performance', 'Operation_Performance']","[0, 0, 0, 0]","['it rebooted', 'went into an endless boot loop', 'tried to reset it to factory default', 'says chrome os is missing or damaged']"
the screen hinge feels weak .,['HARDWARE'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Hinge', 'segment': 'the screen hinge feels weak', 'sentiment': 'negative', 'review_id': 468}]",['Hinge'],['Design_Features'],[0],['the screen hinge feels weak']
screen is average by 2017 standards .,['DISPLAY'],['QUALITY'],['1'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'screen is average by 2017 standards', 'sentiment': 'negative', 'review_id': 469}]",['Screen'],['Design_Features'],[0],['screen is average by 2017 standards']
the chromebook is brilliant overall .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
google provides zeros customer support related to the os .,"['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Customer_Support', 'aspect': 'OS', 'segment': 'google provides zeros customer support related to the os', 'sentiment': 'negative', 'review_id': 471}]",['OS'],['Customer_Support'],[0],['google provides zeros customer support related to the os']
horrible product .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Product', 'segment': 'horrible product', 'sentiment': 'negative', 'review_id': 472}]",['Product'],['Operation_Performance'],[0],['horrible product']
tech support is no help unless you are willing to part with your computer for months without guarantee of return .,['SUPPORT'],['GENERAL'],['0'],"[{'category': 'Customer_Service', 'aspect': 'Tech Support', 'segment': 'tech support is no help', 'sentiment': 'negative', 'review_id': 473}, {'category': 'Customer_Service', 'aspect': 'Tech Support', 'segment': 'unless you are willing to part with your computer for months without guarantee of return', 'sentiment': 'negative', 'review_id': 473}]","['Tech Support', 'Tech Support']","['Customer_Service', 'Customer_Service']","[0, 0]","['tech support is no help', 'unless you are willing to part with your computer for months without guarantee of return']"
i am having a very difficult time with this chromebook .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Chromebook', 'segment': 'i am having a very difficult time with this chromebook', 'sentiment': 'negative', 'review_id': 474}]",['Chromebook'],['Operation_Performance'],[0],['i am having a very difficult time with this chromebook']
it freezes constantly and needs to be shut off to start again .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Freezing', 'segment': 'it freezes constantly', 'sentiment': 'negative', 'review_id': 475}, {'category': 'Operation_Performance', 'aspect': 'Restarting', 'segment': 'needs to be shut off to start again', 'sentiment': 'negative', 'review_id': 475}]","['Freezing', 'Restarting']","['Operation_Performance', 'Operation_Performance']","[0, 0]","['it freezes constantly', 'needs to be shut off to start again']"
the microphone does not work with regular speaker .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Microphone', 'segment': 'the microphone does not work with regular speaker', 'sentiment': 'negative', 'review_id': 476}]",['Microphone'],['Design_Features'],[0],['the microphone does not work with regular speaker']
the tablet mode is horribly integrated with the os and applications .,"['LAPTOP', 'OS', 'SOFTWARE']","['GENERAL', 'GENERAL', 'GENERAL']","['0', '0', '0']","[{'category': 'Design_Features', 'aspect': 'Tablet Mode', 'segment': 'the tablet mode is horribly integrated with the os and applications', 'sentiment': 'negative', 'review_id': 477}]",['Tablet Mode'],['Design_Features'],[0],['the tablet mode is horribly integrated with the os and applications']
i tried returning the second one bu it does n ' t give me the option to return it .,['SUPPORT'],['GENERAL'],['0'],[],[],[],[],[]
this is nothing more than an okay laptop to get you through basic work activities .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
overall it ' s one of the nicest chrombooks out there .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"however , mine came with an annoying trackpad .",['KEYBOARD'],['GENERAL'],['0'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'mine came with an annoying trackpad', 'sentiment': 'negative', 'review_id': 481}]",['Trackpad'],['Design_Features'],[0],['mine came with an annoying trackpad']
the top metal monitor casing seems to be soft and bendable .,"['HARDWARE', 'HARDWARE']","['DESIGN_FEATURES', 'DESIGN_FEATURES']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Monitor', 'segment': 'the top metal monitor casing seems to be soft and bendable', 'sentiment': 'negative', 'review_id': 482}]",['Monitor'],['Design_Features'],[0],['the top metal monitor casing seems to be soft and bendable']
"mine arrived with the metal screen casing slightly bent , i can easily bend it back , not sure about the durability of this thing in the long term .",['DISPLAY'],['QUALITY'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'mine arrived with the metal screen casing slightly bent', 'sentiment': 'negative', 'review_id': 483}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'i can easily bend it back', 'sentiment': 'negative', 'review_id': 483}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'not sure about the durability of this thing in the long term', 'sentiment': 'negative', 'review_id': 483}]","['Screen', 'Screen', 'Screen']","['Design_Features', 'Design_Features', 'Design_Features']","[0, 0, 0]","['mine arrived with the metal screen casing slightly bent', 'i can easily bend it back', 'not sure about the durability of this thing in the long term']"
"however , shortly after i received it , a buzzing sound started coming out of the right side usb port .",['PORTS'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'USB', 'segment': 'a buzzing sound started coming out of the right side usb port', 'sentiment': 'negative', 'review_id': 484}]",['USB'],['Operation_Performance'],[0],['a buzzing sound started coming out of the right side usb port']
so chromebook with some manufacturing issues + bad customer service,"['LAPTOP', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Chromebook', 'segment': 'chromebook with some manufacturing issues', 'sentiment': 'negative', 'review_id': 485}, {'category': 'Customer_Service', 'aspect': 'Customer Service', 'segment': 'bad customer service', 'sentiment': 'negative', 'review_id': 485}, {'category': 'General', 'aspect': 'Chromebook', 'segment': 'not worth it', 'sentiment': 'negative', 'review_id': 485}]","['Chromebook', 'Customer Service', 'Chromebook']","['Design_Features', 'Customer_Service', 'General']","[0, 0, 0]","['chromebook with some manufacturing issues', 'bad customer service', 'not worth it']"
they 1080 screen makes the fonts to small for this size screen .,['DISPLAY'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'they 1080 screen', 'sentiment': 'negative', 'review_id': 486}, {'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'makes the fonts to small for this size screen', 'sentiment': 'negative', 'review_id': 486}]","['Screen', 'Screen']","['Design_Features', 'Design_Features']","[0, 0]","['they 1080 screen', 'makes the fonts to small for this size screen']"
i find the chromium os to be very limiting and would not recommend it over a cheap windows pc .,"['OS', 'LAPTOP', 'LAPTOP']","['GENERAL', 'PRICE', 'PRICE']","['0', '0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Chromium OS', 'segment': 'Chromium OS', 'sentiment': 'negative', 'review_id': 487}, {'category': 'Recommendation', 'aspect': 'Chromium OS', 'segment': 'would not recommend it over a cheap Windows PC', 'sentiment': 'negative', 'review_id': 487}]","['Chromium OS', 'Chromium OS']","['Operation_Performance', 'Recommendation']","[0, 0]","['Chromium OS', 'would not recommend it over a cheap Windows PC']"
"the keyboard is fantastic , but it ' s just a keyboard .",['KEYBOARD'],['GENERAL'],['2'],[],[],[],[],[]
the touchpad is also some strange off color plastic .,['KEYBOARD'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Touchpad', 'segment': 'the touchpad is also some strange off color plastic', 'sentiment': 'negative', 'review_id': 489}]",['Touchpad'],['Design_Features'],[0],['the touchpad is also some strange off color plastic']
1 - faulty trackpad resulting in jerky erratic cursor movement relative to the smooth movement of your finger .,"['KEYBOARD', 'KEYBOARD', 'KEYBOARD']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0', '0']",[],[],[],[],[]
i then noticed a dead pixel on the screen .,['DISPLAY'],['QUALITY'],['0'],[],[],[],[],[]
"however , if you want a really speedy chromebook , it ' s great .","['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']",[],[],[],[],[]
the first unit i received shortly died after a few hours of usage .,['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Unit', 'segment': 'the first unit i received shortly died after a few hours of usage', 'sentiment': 'negative', 'review_id': 493}]",['Unit'],['Quality'],[0],['the first unit i received shortly died after a few hours of usage']
"i like the addition of the cooler boost button , but most of the time i don ' t have to use it because i have a thermaltake auto laptop cooling pad that monitors the bottom surface of my laptop .",['FANS&COOLING'],['GENERAL'],['1'],"[{'category': 'Design_Features', 'aspect': 'Cooler Boost Button', 'segment': 'I like the addition of the Cooler Boost button', 'sentiment': 'positive', 'review_id': 494}, {'category': 'Design_Features', 'aspect': 'Thermaltake Auto Laptop Cooling Pad', 'segment': 'I have a Thermaltake Auto Laptop Cooling Pad that monitors the bottom surface of my laptop', 'sentiment': 'positive', 'review_id': 494}]","['Cooler Boost Button', 'Thermaltake Auto Laptop Cooling Pad']","['Design_Features', 'Design_Features']","[2, 2]","['I like the addition of the Cooler Boost button', 'I have a Thermaltake Auto Laptop Cooling Pad that monitors the bottom surface of my laptop']"
trackpad is ok .,['KEYBOARD'],['GENERAL'],['1'],"[{'category': 'Design_Features', 'aspect': 'Trackpad', 'segment': 'trackpad is ok', 'sentiment': 'neutral', 'review_id': 495}]",['Trackpad'],['Design_Features'],[1],['trackpad is ok']
wireless card is finicky with both units i had .,['HARDWARE'],['DESIGN_FEATURES'],['0'],"[{'category': 'Connectivity', 'aspect': 'Wireless', 'segment': 'wireless card is finicky with both units i had', 'sentiment': 'negative', 'review_id': 496}]",['Wireless'],['Connectivity'],[0],['wireless card is finicky with both units i had']
my laptop seems to lose its internet connection at random times .,['LAPTOP'],['CONNECTIVITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Internet Connection', 'segment': 'loses its internet connection at random times', 'sentiment': 'negative', 'review_id': 497}]",['Internet Connection'],['Operation_Performance'],[0],['loses its internet connection at random times']
"after being on the phone with technical support and windows support for a combined 10 hours , i am told that the hardware is defective and must be replaced .",['HARDWARE'],['QUALITY'],['0'],"[{'category': 'Technical_Support', 'aspect': 'Technical Support', 'segment': 'after being on the phone with technical support and windows support for a combined 10 hours', 'sentiment': 'negative', 'review_id': 498}, {'category': 'Technical_Support', 'aspect': 'Windows Support', 'segment': 'after being on the phone with technical support and windows support for a combined 10 hours', 'sentiment': 'negative', 'review_id': 498}, {'category': 'Hardware', 'aspect': 'Hardware', 'segment': 'i am told that the hardware is defective and must be replaced', 'sentiment': 'negative', 'review_id': 498}]","['Technical Support', 'Windows Support', 'Hardware']","['Technical_Support', 'Technical_Support', 'Hardware']","[0, 0, 0]","['after being on the phone with technical support and windows support for a combined 10 hours', 'after being on the phone with technical support and windows support for a combined 10 hours', 'i am told that the hardware is defective and must be replaced']"
run like heck from this machine .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Machine', 'segment': 'run like heck from this machine', 'sentiment': 'negative', 'review_id': 499}]",['Machine'],['Operation_Performance'],[0],['run like heck from this machine']
"it will break , even if it works at first .",['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'It', 'segment': 'it will break', 'sentiment': 'negative', 'review_id': 500}, {'category': 'Operation_Performance', 'aspect': 'It', 'segment': 'even if it works at first', 'sentiment': 'negative', 'review_id': 500}]","['It', 'It']","['Operation_Performance', 'Operation_Performance']","[0, 0]","['it will break', 'even if it works at first']"
this laptop isn ' t even 30 days old yet .,['LAPTOP'],['GENERAL'],['0'],[],[],[],[],[]
"literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .","['DISPLAY', 'HARD_DISC', 'SOFTWARE', 'LAPTOP']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['0', '0', '0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .', 'sentiment': 'negative', 'review_id': 502}]",['Laptop'],['Operation_Performance'],[0],"['literally just closing it and opening it up later was a 50 / 50 proposition if it would wake up , or the display would crash , or the disk would crash , or some driver would fail - on a brand new laptop .']"
hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Design_Features', 'aspect': 'Machine', 'segment': 'hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for', 'sentiment': 'positive', 'review_id': 503}]",['Machine'],['Design_Features'],[2],['hook up the cat5 and the machine is screaming at high speed and exactly what i was hoping for']
"by the time i was returning it , the system was in such poor shape from the msi .",['OS'],['OPERATION_PERFORMANCE'],['0'],[],[],[],[],[]
"i believe if you happen to uninstall / install the drivers in exactly the correct order and / or do a clean win 10 installation yourself , this laptop should perform well for the price .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Drivers', 'segment': 'uninstall / install the drivers in exactly the correct order', 'sentiment': 'positive', 'review_id': 505}, {'category': 'Operation_Performance', 'aspect': 'Windows 10', 'segment': 'do a clean win 10 installation yourself', 'sentiment': 'positive', 'review_id': 505}, {'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'this laptop should perform well for the price', 'sentiment': 'positive', 'review_id': 505}]","['Drivers', 'Windows 10', 'Laptop']","['Operation_Performance', 'Operation_Performance', 'Operation_Performance']","[2, 2, 2]","['uninstall / install the drivers in exactly the correct order', 'do a clean win 10 installation yourself', 'this laptop should perform well for the price']"
the sound is really terrible and tinny .,"['MULTIMEDIA_DEVICES', 'MULTIMEDIA_DEVICES']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['0', '0']","[{'category': 'Sound', 'aspect': 'Sound', 'segment': 'the sound is really terrible and tinny', 'sentiment': 'negative', 'review_id': 506}]",['Sound'],['Sound'],[0],['the sound is really terrible and tinny']
it ' s fast .,['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': ""it ' s fast"", 'sentiment': 'positive', 'review_id': 507}]",['CPU'],['Operation_Performance'],[2],"[""it ' s fast""]"
excellent product,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
i ' ve always liked msi for their performance and fairly decent price .,"['LAPTOP', 'LAPTOP']","['OPERATION_PERFORMANCE', 'PRICE']","['2', '2']",[],[],[],[],[]
it was actually more like 1h45m and this was also after optimizing the battery .,['BATTERY'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Battery', 'segment': 'it was actually more like 1h45m and this was also after optimizing the battery', 'sentiment': 'negative', 'review_id': 510}]",['Battery'],['Operation_Performance'],[0],['it was actually more like 1h45m and this was also after optimizing the battery']
"so , four days after buying this laptop , it stopped booting .",['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'it stopped booting', 'sentiment': 'negative', 'review_id': 511}]",['Laptop'],['Operation_Performance'],[0],['it stopped booting']
"for the four days i used it , it worked pretty good .",['LAPTOP'],['OPERATION_PERFORMANCE'],['2'],"[{'category': 'Operation_Performance', 'aspect': 'Device', 'segment': 'for the four days i used it, ', 'sentiment': 'positive', 'review_id': 512}]",['Device'],['Operation_Performance'],[2],"['for the four days i used it, ']"
this laptop is not worth the time and definitely not the money .,['LAPTOP'],['GENERAL'],['0'],[],[],[],[],[]
we call tech support together and the guy who answers is just so not interested in helping .,['SUPPORT'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Customer_Service', 'aspect': 'Tech Support', 'segment': 'we call tech support together and the guy who answers is just so not interested in helping', 'sentiment': 'negative', 'review_id': 514}]",['Tech Support'],['Customer_Service'],[0],['we call tech support together and the guy who answers is just so not interested in helping']
i am extremely disappointed with this laptop .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'laptop', 'segment': 'i am extremely disappointed with this laptop', 'sentiment': 'negative', 'review_id': 515}]",['laptop'],['Operation_Performance'],[0],['i am extremely disappointed with this laptop']
update : this is by far and away the worst computer i have ever purchased .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Computer', 'segment': 'this is by far and away the worst computer i have ever purchased', 'sentiment': 'negative', 'review_id': 516}]",['Computer'],['Operation_Performance'],[0],['this is by far and away the worst computer i have ever purchased']
"got the second laptop , died within a month and same thing .",['LAPTOP'],['GENERAL'],['0'],[],[],[],[],[]
this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware .,"['HARDWARE', 'LAPTOP']","['QUALITY', 'QUALITY']","['0', '0']","[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware', 'sentiment': 'negative', 'review_id': 518}]",['Laptop'],['Operation_Performance'],[0],['this kept plaguing the laptop as more problems kept piling up including various bsod errors mostly involving the hardware']
poor design and terrible tech support .,"['LAPTOP', 'SUPPORT']","['DESIGN_FEATURES', 'GENERAL']","['0', '0']","[{'category': 'Design_Features', 'aspect': 'Design', 'segment': 'poor design', 'sentiment': 'negative', 'review_id': 519}, {'category': 'Operation_Performance', 'aspect': 'Tech Support', 'segment': 'terrible tech support', 'sentiment': 'negative', 'review_id': 519}]","['Design', 'Tech Support']","['Design_Features', 'Operation_Performance']","[0, 0]","['poor design', 'terrible tech support']"
this computer is amazing !,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"quite like this laptop so far , only writing this review so early from owning it to receive that nice msi headset .","['LAPTOP', 'MULTIMEDIA_DEVICES']","['GENERAL', 'GENERAL']","['2', '2']",[],[],[],[],[]
"not too happy with msi , likely to return this laptop .","['COMPANY', 'LAPTOP']","['GENERAL', 'GENERAL']","['0', '0']",[],[],[],[],[]
this laptop was great starting out of the box .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
"their support page is very buggy , and the support people are unhelpful .","['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Customer_Service', 'aspect': 'Support', 'segment': 'their support page is very buggy, and the support people are unhelpful', 'sentiment': 'negative', 'review_id': 524}]",['Support'],['Customer_Service'],[0],"['their support page is very buggy, and the support people are unhelpful']"
sooooo i would avoid this and i ' m pretty much avoiding the optane drive which may have been part of the issue .,['GRAPHICS'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Optane Drive', 'segment': ""i ' m pretty much avoiding the optane drive"", 'sentiment': 'negative', 'review_id': 525}]",['Optane Drive'],['Operation_Performance'],[0],"[""i ' m pretty much avoiding the optane drive""]"
after this issue i finally decided to return my product .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Customer_Service', 'aspect': 'Product', 'segment': 'after this issue i finally decided to return my product', 'sentiment': 'negative', 'review_id': 526}]",['Product'],['Customer_Service'],[0],['after this issue i finally decided to return my product']
good luck this customer tech support and msi has absolutely no idea how to help you .,"['SUPPORT', 'SUPPORT']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'Customer_Service', 'aspect': 'Tech Support', 'segment': 'good luck this customer tech support', 'sentiment': 'negative', 'review_id': 527}, {'category': 'Customer_Service', 'aspect': 'MSI', 'segment': 'and msi has absolutely no idea how to help you', 'sentiment': 'negative', 'review_id': 527}]","['Tech Support', 'MSI']","['Customer_Service', 'Customer_Service']","[0, 0]","['good luck this customer tech support', 'and msi has absolutely no idea how to help you']"
i ' ve had to do a factory reset on this piece of garbage 4 times and i ' ve only owned it for 4 months .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': ""i've had to do a factory reset on this piece of garbage 4 times and i've only owned it for 4 months"", 'sentiment': 'negative', 'review_id': 528}]",['Laptop'],['Operation_Performance'],[0],"[""i've had to do a factory reset on this piece of garbage 4 times and i've only owned it for 4 months""]"
you can feel the plastic bending if you pick up the laptop with one hand .,['LAPTOP'],['DESIGN_FEATURES'],['0'],"[{'category': 'Design_Features', 'aspect': 'Laptop', 'segment': 'you can feel the plastic bending if you pick up the laptop with one hand', 'sentiment': 'negative', 'review_id': 529}]",['Laptop'],['Design_Features'],[0],['you can feel the plastic bending if you pick up the laptop with one hand']
i really loved this laptop .,['LAPTOP'],['GENERAL'],['2'],[],[],[],[],[]
i will never own another msi product .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'MSI', 'segment': 'i will never own another msi product', 'sentiment': 'negative', 'review_id': 531}]",['MSI'],['General'],[0],['i will never own another msi product']
"now i feel bad buying this for my child , as this laptop seem to have a solid rating elsewhere .","['LAPTOP', 'LAPTOP']","['GENERAL', 'GENERAL']","['0', '0']",[],[],[],[],[]
so i ' m stuck with a 3 month old laptop that does n ' t work .,['LAPTOP'],['GENERAL'],['0'],[],[],[],[],[]
eventually got to the point that even when i reinstalled windows it was so slow that there are clearly serious build defects / instabilities on this product .,['LAPTOP'],['QUALITY'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Windows', 'segment': 'even when i reinstalled windows it was so slow', 'sentiment': 'negative', 'review_id': 534}, {'category': 'Build_Quality', 'aspect': 'Product', 'segment': 'there are clearly serious build defects / instabilities on this product', 'sentiment': 'negative', 'review_id': 534}]","['Windows', 'Product']","['Operation_Performance', 'Build_Quality']","[0, 0]","['even when i reinstalled windows it was so slow', 'there are clearly serious build defects / instabilities on this product']"
when it is functioning it works great .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Functionality', 'segment': 'when it is functioning', 'sentiment': 'positive', 'review_id': 535}, {'category': 'Operation_Performance', 'aspect': 'Functionality', 'segment': 'it works great', 'sentiment': 'positive', 'review_id': 535}]","['Functionality', 'Functionality']","['Operation_Performance', 'Operation_Performance']","[2, 2]","['when it is functioning', 'it works great']"
finding out you bought garbage for the steep price of $ 700 + .,['LAPTOP'],['GENERAL'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'CPU', 'segment': 'it has a slow processor', 'sentiment': 'negative', 'review_id': 536}]",['CPU'],['Operation_Performance'],[0],['it has a slow processor']
"overall a decent laptop if not for these problems , also , the laptop has minor screen freezes even while playing low graphical games like league of legends .","['LAPTOP', 'LAPTOP']","['GENERAL', 'OPERATION_PERFORMANCE']","['2', '0']",[],[],[],[],[]
laptop malfunctioned and stopped working after only 3 months .,['LAPTOP'],['OPERATION_PERFORMANCE'],['0'],"[{'category': 'Operation_Performance', 'aspect': 'Laptop', 'segment': 'laptop malfunctioned and stopped working', 'sentiment': 'negative', 'review_id': 538}]",['Laptop'],['Operation_Performance'],[0],['laptop malfunctioned and stopped working']
"it does have a nice screen that is very bright , decent viewing angle and ok for contrast .","['DISPLAY', 'DISPLAY', 'DISPLAY', 'DISPLAY']","['GENERAL', 'GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'Design_Features', 'aspect': 'Screen', 'segment': 'it does have a nice screen that is very bright, decent viewing angle and ok for contrast', 'sentiment': 'positive', 'review_id': 539}]",['Screen'],['Design_Features'],[2],"['it does have a nice screen that is very bright, decent viewing angle and ok for contrast']"
the keyboard is very nice and very responsive .,"['KEYBOARD', 'KEYBOARD']","['OPERATION_PERFORMANCE', 'OPERATION_PERFORMANCE']","['2', '2']","[{'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'the keyboard is very nice', 'sentiment': 'positive', 'review_id': 540}, {'category': 'Design_Features', 'aspect': 'Keyboard', 'segment': 'and very responsive', 'sentiment': 'positive', 'review_id': 540}]","['Keyboard', 'Keyboard']","['Design_Features', 'Design_Features']","[2, 2]","['the keyboard is very nice', 'and very responsive']"
