text,term_true,cat_true,pol_true,analysis
– this place is unbelievably over - rated .,['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Place', 'segment': 'this place is unbelievably over-rated', 'sentiment': 'negative'}]"
"if i want to stand in line on sunday for an hour to get average brunch food , then i would put murphy ' s at the top of the list .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['1', '0']",[]
the regular menu here is slightly above average that is not worth the snotty attitude that you receive .,"['FOOD', 'FOOD', 'SERVICE']","['QUALITY', 'QUALITY', 'GENERAL']","['1', '1', '0']",[]
"your a sushi fan , you love expertly cut fish , great sake , a killer soho location , and of course : salmon , tuna , fluke , yellow tail , cod , mackeral , jellyfish , sea urchin , shrimp , lobster , sea bream , trout , milk fish , blue fin tuna , eel , crab , sardine , monk fish , roe , scallop , oysters , and a varity of toro .","['FOOD', 'FOOD', 'DRINKS', 'LOCATION', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS', 'QUALITY', 'GENERAL', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'STYLE_OPTIONS']","['2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'you love expertly cut fish, great sake, a killer soho location, and of course: salmon, tuna, fluke, yellow tail, cod, mackeral, jellyfish, sea urchin, shrimp, lobster, sea bream, trout, milk fish, blue fin tuna, eel, crab, sardine, monk fish, roe, scallop, oysters, and a varity of toro.', 'sentiment': 'positive'}]"
"there is only one place on the east coast that has it all , plus a lot more .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Location', 'aspect': 'East Coast', 'segment': 'there is only one place on the east coast that has it all', 'sentiment': 'positive'}, {'category': 'Location', 'aspect': 'East Coast', 'segment': 'plus a lot more', 'sentiment': 'positive'}]"
bring your cell phone cause you may have to wait to get into the best sushi restaurant in the world : blue ribbon sushi .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Wait_Time', 'aspect': 'Sushi Restaurant', 'segment': 'you may have to wait to get into the best sushi restaurant in the world', 'sentiment': 'negative'}, {'category': 'Recommendation', 'aspect': 'Sushi Restaurant', 'segment': 'the best sushi restaurant in the world', 'sentiment': 'positive'}]"
"hands down , the best tuna i have ever had .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Tuna', 'segment': 'hands down, the best tuna i have ever had', 'sentiment': 'positive'}]"
blue ribbon lives up to it ' s fantastic reputation .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Quality', 'aspect': 'Restaurant', 'segment': ""blue ribbon lives up to it ' s fantastic reputation"", 'sentiment': 'positive'}]"
great value sushi with high quality & nice setting .,"['FOOD', 'FOOD', 'FOOD', 'AMBIENCE']","['PRICES', 'PRICES', 'QUALITY', 'GENERAL']","['2', '2', '2', '2']","[{'category': 'Value', 'aspect': 'Sushi', 'segment': 'great value sushi', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Sushi', 'segment': 'high quality', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Setting', 'segment': 'nice setting', 'sentiment': 'positive'}]"
try the chef ' s choice for sushi as the smoked yellowtail was incredible and the rolls were also tasty .,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Recommendation', 'aspect': 'Sushi', 'segment': ""try the chef's choice for sushi"", 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Smoked Yellowtail', 'segment': 'the smoked yellowtail was incredible', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Rolls', 'segment': 'the rolls were also tasty', 'sentiment': 'positive'}]"
poor customer service / poor pizza .,"['SERVICE', 'FOOD']","['GENERAL', 'QUALITY']","['0', '0']","[{'category': 'Customer_Service', 'aspect': 'Customer Service', 'segment': 'poor customer service', 'sentiment': 'negative'}, {'category': 'Food', 'aspect': 'Pizza', 'segment': 'poor pizza', 'sentiment': 'negative'}]"
"– as with most restaurants in seattle , mioposto ' s service was bad and the food was overpriced .","['SERVICE', 'FOOD']","['GENERAL', 'PRICES']","['0', '0']","[{'category': 'Service', 'aspect': 'Service', 'segment': ""Mioposto's service was bad"", 'sentiment': 'negative'}, {'category': 'Price', 'aspect': 'Food', 'segment': 'the food was overpriced', 'sentiment': 'negative'}]"
"i know many people have their favorite types of pizza and pizza places , but mioposto ' s pizza lacks quality and good taste .",['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Pizza', 'segment': ""mioposto's pizza lacks quality and good taste"", 'sentiment': 'negative'}]"
"to be honest , i ' ve had better frozen pizza .",['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Frozen Pizza', 'segment': ""to be honest, i've had better frozen pizza"", 'sentiment': 'negative'}]"
the only positive thing about mioposto is the nice location .,"['LOCATION', 'RESTAURANT']","['GENERAL', 'GENERAL']","['2', '0']","[{'category': 'Location', 'aspect': 'Location', 'segment': 'the nice location', 'sentiment': 'positive'}]"
"i was frankly shocked when i read the bad reviews - this place is fantastic ; it has not let us down in any way , and we ' ve eaten here more than 10 times .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'this place is fantastic', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'it has not let us down in any way', 'sentiment': 'positive'}, {'category': 'Frequency', 'aspect': 'Restaurant', 'segment': ""we ' ve eaten here more than 10 times"", 'sentiment': 'positive'}]"
"the food is fantastic , and the waiting staff has been perfect every single time we ' ve been there .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is fantastic', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Waiting Staff', 'segment': ""the waiting staff has been perfect every single time we ' ve been there"", 'sentiment': 'positive'}]"
"the only problem would be the wait , but we usually just have a drink in the front while waiting .",['SERVICE'],['GENERAL'],['1'],"[{'category': 'Wait_Time', 'aspect': 'Wait', 'segment': 'the only problem would be the wait', 'sentiment': 'negative'}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'we usually just have a drink in the front while waiting', 'sentiment': 'neutral'}]"
seabass on lobster risotto was the best .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'seabass on lobster risotto was the best', 'sentiment': 'positive'}]"
caesar salad was superb .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Caesar Salad', 'segment': 'caesar salad was superb', 'sentiment': 'positive'}]"
great bottle of wine .,['DRINKS'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Wine', 'segment': 'great bottle of wine', 'sentiment': 'positive'}]"
leave room for dessert .,['FOOD'],['QUALITY'],['2'],[]
i waited for 10 - 15 minutes for service ordered a beer & was never served again .,['SERVICE'],['GENERAL'],['1'],"[{'category': 'Service', 'aspect': 'Service', 'segment': 'i waited for 10 - 15 minutes for service', 'sentiment': 'negative'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'ordered a beer & was never served again', 'sentiment': 'negative'}]"
"the food was ok , but the service was so poor that the food was cold buy the time everyone in my party was served .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['1', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food was ok', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'the service was so poor that the food was cold by the time everyone in my party was served', 'sentiment': 'negative'}]"
avoid the place,['RESTAURANT'],['GENERAL'],['0'],[]
when i got there i sat up stairs where the atmosphere was cozy & the service was horrible !,"['AMBIENCE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '0']","[{'category': 'Atmosphere', 'aspect': 'Cozy', 'segment': 'the atmosphere was cozy', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'the service was horrible', 'sentiment': 'negative'}]"
we left without ever getting service .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'Service', 'aspect': 'Service', 'segment': 'we left without ever getting service', 'sentiment': 'negative'}]"
best crab cakes in town,['FOOD'],['QUALITY'],['2'],[]
– thats a big statement considering i ' ve been pulling crab traps and making the cakes myself since i was about seven - but something about these little devils gets better every time .,['FOOD'],['QUALITY'],['2'],[]
"if you can , come to this place by boat and make it a whole evening .",['RESTAURANT'],['MISCELLANEOUS'],['2'],[]
"great seasonal fish and seafood , with a classy waterfront setting .","['FOOD', 'FOOD', 'AMBIENCE']","['QUALITY', 'QUALITY', 'GENERAL']","['2', '2', '2']","[{'category': 'Style_Options', 'aspect': 'Fish_and_Seafood', 'segment': 'great seasonal fish and seafood', 'sentiment': 'positive'}, {'category': 'Setting', 'aspect': 'Waterfront', 'segment': 'with a classy waterfront setting', 'sentiment': 'positive'}]"
"great pizza , poor service","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '0']","[{'category': 'Quality', 'aspect': 'Pizza', 'segment': 'great pizza', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Service', 'segment': 'poor service', 'sentiment': 'negative'}]"
"– love their pizza , especially the mushroom pizza .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Food', 'aspect': 'Pizza', 'segment': 'love their pizza, especially the mushroom pizza', 'sentiment': 'positive'}]"
also love their caeser salad .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Caesar Salad', 'segment': 'I also love their Caesar salad', 'sentiment': 'positive'}]"
"prefer to order it and pick it up though because i do n ' t like the servers , one young woman in particular .","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['0', '0']",[]
– this place is famous for their breakfast .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Style_Options', 'aspect': 'Breakfast', 'segment': 'this place is famous for their breakfast', 'sentiment': 'positive'}]"
"many people talk about the great pizza and poor service , so it ca n ' t just be the rantings of a few dissatisfied customers .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '0']","[{'category': 'Quality', 'aspect': 'Pizza', 'segment': 'many people talk about the great pizza', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'poor service', 'sentiment': 'negative'}]"
it ' s a great little place with tons of potential to be a neighborhood joint if the service were n ' t so impersonal and corporate - like .,"['RESTAURANT', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '0']",[]
great breakfast,['FOOD'],['QUALITY'],['2'],[]
the food is great and they make a mean bloody mary .,"['FOOD', 'DRINKS']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is great', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Bloody Mary', 'segment': 'they make a mean bloody mary', 'sentiment': 'positive'}]"
i love breakfast here .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Style_Options', 'aspect': 'Breakfast', 'segment': 'I love breakfast here', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Coffee', 'segment': 'The coffee is also great', 'sentiment': 'positive'}]"
their crab eggs benedict is addicting .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Crab Eggs Benedict', 'segment': 'their crab eggs benedict is addicting', 'sentiment': 'positive'}]"
"all their menu items are a hit , and they serve mimosas .","['FOOD', 'DRINKS']","['QUALITY', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Menu', 'segment': 'all their menu items are a hit', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Mimosas', 'segment': 'they serve mimosas', 'sentiment': 'positive'}]"
best chinese food i have tasted in a long time,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'best chinese food i have tasted', 'sentiment': 'positive'}]"
the ambiance of the restaurant was nice and good for fine dinning .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Ambiance', 'segment': 'the ambiance of the restaurant was nice and good for fine dinning', 'sentiment': 'positive'}]"
the staff was very nice and courteous and obviously chinese .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Service', 'aspect': 'Staff', 'segment': 'the staff was very nice and courteous', 'sentiment': 'positive'}, {'category': 'Demographic', 'aspect': 'Chinese', 'segment': 'obviously chinese', 'sentiment': 'positive'}]"
"so about the prawns , they were fresh and had a slight crispiness about the batter . . . soooo good . . . the walnuts were cut in smaller pieces and very crunchy and tasty .","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Prawns', 'segment': 'they were fresh and had a slight crispiness about the batter', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Walnuts', 'segment': 'the walnuts were cut in smaller pieces and very crunchy and tasty', 'sentiment': 'positive'}]"
best honey walnyt prawns that we have every tasted .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Prawns', 'segment': 'best honey walnyt prawns that we have every tasted', 'sentiment': 'positive'}]"
the brocollis were so fresh and tasty .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Brocollis', 'segment': 'the brocollis were so fresh and tasty', 'sentiment': 'positive'}]"
"i would normally not finish the brocolli when i order these kinds of food but for the first time , every piece was as eventful as the first one . . . the scallops and prawns was so fresh and nicely cooked .","['FOOD', 'FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2', '2', '2']",[]
chintzy portions,['FOOD'],['STYLE_OPTIONS'],['0'],[]
"– the sushi here is perfectly good , but for $ 5 a piece , either the slices of fish should be larger , or there should be no pretense that this is a moderately priced restaurant ( even for nyc ) .","['FOOD', 'FOOD', 'FOOD', 'RESTAURANT']","['QUALITY', 'STYLE_OPTIONS', 'PRICES', 'PRICES']","['0', '0', '0', '0']","[{'category': 'Quality', 'aspect': 'Sushi', 'segment': 'the sushi here is perfectly good', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Sushi', 'segment': '$5 a piece', 'sentiment': 'negative'}, {'category': 'Price', 'aspect': 'Restaurant', 'segment': 'moderately priced restaurant', 'sentiment': 'negative'}]"
"terrible service , food ok , pricey","['SERVICE', 'FOOD', 'RESTAURANT']","['GENERAL', 'QUALITY', 'PRICES']","['0', '1', '0']","[{'category': 'Service', 'aspect': 'Service', 'segment': 'terrible service', 'sentiment': 'negative'}, {'category': 'Food', 'aspect': 'Food', 'segment': 'food ok', 'sentiment': 'neutral'}, {'category': 'Price', 'aspect': 'Price', 'segment': 'pricey', 'sentiment': 'negative'}]"
"food wise , its ok but a bit pricey for what you get considering the restaurant is n ' t a fancy place .","['FOOD', 'FOOD', 'AMBIENCE']","['QUALITY', 'PRICES', 'GENERAL']","['1', '0', '1']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'food wise, its ok', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Food', 'segment': 'a bit pricey for what you get', 'sentiment': 'negative'}, {'category': 'Atmosphere', 'aspect': 'Restaurant', 'segment': ""the restaurant is n't a fancy place"", 'sentiment': 'negative'}]"
if i needed to name some they would include the location to the beach or golden gate park .,['LOCATION'],['GENERAL'],['0'],"[{'category': 'Location', 'aspect': 'Beach', 'segment': 'the location to the beach', 'sentiment': 'positive'}, {'category': 'Location', 'aspect': 'Golden Gate Park', 'segment': 'the location to Golden Gate Park', 'sentiment': 'positive'}]"
another plus is the open feel of the restaurant with glass walls on all sides .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'Atmosphere', 'aspect': 'Restaurant', 'segment': 'the open feel of the restaurant with glass walls on all sides', 'sentiment': 'positive'}]"
amazing spanish mackeral special appetizer and perfect box sushi ( that eel with avodcao - - um um um ) .,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Style_Options', 'aspect': 'Mackeral', 'segment': 'amazing spanish mackeral special appetizer', 'sentiment': 'positive'}, {'category': 'Style_Options', 'aspect': 'Sushi', 'segment': 'perfect box sushi', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Eel', 'segment': 'that eel with avodcao - - um um um', 'sentiment': 'positive'}]"
"as usual the omikase did n ' t disappoint in freshness , although it scored low on creativity and selection .","['FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS']","['2', '0']","[{'category': 'Quality', 'aspect': 'Freshness', 'segment': ""omikase did n ' t disappoint in freshness"", 'sentiment': 'positive'}, {'category': 'Creativity', 'aspect': 'Creativity', 'segment': 'it scored low on creativity', 'sentiment': 'negative'}, {'category': 'Selection', 'aspect': 'Selection', 'segment': 'low on selection', 'sentiment': 'negative'}]"
"their specialty rolls are impressive , though i ca n ' t remember what we had .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Style_Options', 'aspect': 'Specialty Rolls', 'segment': 'their specialty rolls are impressive', 'sentiment': 'positive'}, {'category': 'Memory', 'aspect': 'What we had', 'segment': ""I can't remember what we had"", 'sentiment': 'negative'}]"
green tea creme brulee gets better each time i have it .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Green Tea Creme Brulee', 'segment': 'Green Tea Creme Brulee gets better each time I have it', 'sentiment': 'positive'}]"
great selection of sakes .,['DRINKS'],['STYLE_OPTIONS'],['2'],"[{'category': 'Style_Options', 'aspect': 'Sakes', 'segment': 'great selection of sakes', 'sentiment': 'positive'}]"
it is n ' t the cheapest sushi but has been worth it every time .,"['FOOD', 'FOOD']","['PRICES', 'QUALITY']","['1', '2']","[{'category': 'Price', 'aspect': 'Sushi', 'segment': ""It is n't the cheapest sushi"", 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Sushi', 'segment': 'but has been worth it every time', 'sentiment': 'positive'}]"
very poor customer service .,['SERVICE'],['GENERAL'],['0'],"[{'category': 'Customer_Service', 'aspect': 'Customer Service', 'segment': 'very poor customer service', 'sentiment': 'negative'}]"
"– schooner or later ' s charming location along the marina in long beach and average food does not , unfortunately , compensate for its very poor customer service .","['LOCATION', 'FOOD', 'SERVICE']","['GENERAL', 'QUALITY', 'GENERAL']","['2', '1', '0']","[{'category': 'Location', 'aspect': 'Charming location along the marina in Long Beach', 'segment': ""schooner or later's charming location along the marina in long beach"", 'sentiment': 'positive'}, {'category': 'Food', 'aspect': 'Average food', 'segment': 'average food does not, unfortunately, compensate for its very poor customer service', 'sentiment': 'neutral'}, {'category': 'Customer Service', 'aspect': 'Very poor customer service', 'segment': 'average food does not, unfortunately, compensate for its very poor customer service', 'sentiment': 'negative'}]"
"while this diner had reasonably good food , the restaurant staff seemed completely indifferent to our presence , and this attitude was reflected in the lack of service .","['FOOD', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'reasonably good food', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Restaurant Staff', 'segment': 'restaurant staff seemed completely indifferent to our presence', 'sentiment': 'negative'}, {'category': 'Service', 'aspect': 'Reflected in the lack of service', 'segment': 'this attitude was reflected in the lack of service', 'sentiment': 'negative'}]"
"the fish was fresh , though it was cut very thin .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '0']","[{'category': 'Quality', 'aspect': 'Fish', 'segment': 'The fish was fresh', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Cut', 'segment': 'though it was cut very thin', 'sentiment': 'negative'}]"
great service .,['SERVICE'],['GENERAL'],['2'],"[{'category': 'Service', 'aspect': 'Service', 'segment': 'great service', 'sentiment': 'positive'}, {'category': 'Food', 'aspect': 'Food', 'segment': 'the food was delicious', 'sentiment': 'positive'}]"
good sake selection .,['DRINKS'],['STYLE_OPTIONS'],['2'],"[{'category': 'Quality', 'aspect': 'Sake', 'segment': 'good sake selection', 'sentiment': 'positive'}]"
dungeness crabs here !,['FOOD'],['QUALITY'],['2'],[]
– ray ' s is the place to go for high quality seafood dinners .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Seafood', 'segment': 'high quality seafood dinners', 'sentiment': 'positive'}]"
i love dungeness crabs and at ray ' s you can get them served in about 6 different ways !,['FOOD'],['STYLE_OPTIONS'],['2'],"[{'category': 'Style_Options', 'aspect': 'Dungeness Crabs', 'segment': 'Dungeness Crabs', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Ways', 'segment': '6 different ways', 'sentiment': 'positive'}]"
we shared the family platter and i especially enjoyed the black cod in sake kasu .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'we shared the family platter and i especially enjoyed the black cod in sake kasu', 'sentiment': 'positive'}]"
i ended the meal with the unusual dessert of a port and chocolate tasting . . . . yummy !,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Dessert', 'segment': 'unusual dessert of a port and chocolate tasting . . . . yummy !', 'sentiment': 'positive'}]"
and the service was simply spendid - quite a delight .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Service', 'aspect': 'Service', 'segment': 'and the service was simply splendid', 'sentiment': 'positive'}]"
"– great drinks , corn beef hash , coffee , b fast burritos , gluten free menu .","['DRINKS', 'FOOD', 'DRINKS', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'QUALITY', 'STYLE_OPTIONS']","['2', '2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Drinks', 'segment': 'great drinks', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'corn beef hash, coffee, b fast burritos, gluten free menu', 'sentiment': 'positive'}]"
the service is fantastic at this fun place .,"['SERVICE', 'RESTAURANT']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'Service', 'aspect': 'Service', 'segment': 'the service is fantastic', 'sentiment': 'positive'}, {'category': 'Atmosphere', 'aspect': 'Place', 'segment': 'this fun place', 'sentiment': 'positive'}]"
"if there is a line very day of the week for the entire time a place is open , you know it is great .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Place', 'segment': 'if there is a line very day of the week for the entire time a place is open', 'sentiment': 'positive'}]"
best neighborhood standby .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Location', 'aspect': 'Neighborhood', 'segment': 'best neighborhood standby', 'sentiment': 'positive'}]"
in grammercy / union square / east village this is my neighbors and my favorite spot .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'Location', 'aspect': 'Grammercy / Union Square / East Village', 'segment': 'in grammercy / union square / east village', 'sentiment': 'positive'}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'this is my neighbors and my favorite spot', 'sentiment': 'positive'}]"
"the music is great , no night better or worse , the bar tenders are generous with the pouring , and the lighthearted atmosphere will lifts you spirits .","['AMBIENCE', 'DRINKS', 'AMBIENCE']","['GENERAL', 'STYLE_OPTIONS', 'GENERAL']","['2', '2', '2']","[{'category': 'Atmosphere', 'aspect': 'Music', 'segment': 'the music is great', 'sentiment': 'positive'}, {'category': 'Atmosphere', 'aspect': 'Lighting', 'segment': 'and the lighthearted atmosphere will lifts you spirits', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Bar', 'segment': 'the bar tenders are generous with the pouring', 'sentiment': 'positive'}]"
"oh , and the cheese fries are awesome !",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Cheese Fries', 'segment': 'The cheese fries are awesome', 'sentiment': 'positive'}]"
"good food , great service , average prices ( for the strip )","['FOOD', 'SERVICE', 'RESTAURANT']","['QUALITY', 'GENERAL', 'PRICES']","['2', '2', '1']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'good food', 'sentiment': 'positive'}, {'category': 'Service', 'aspect': 'Service', 'segment': 'great service', 'sentiment': 'positive'}, {'category': 'Price', 'aspect': 'Price', 'segment': 'average prices ( for the strip )', 'sentiment': 'neutral'}]"
"when i walked in , i was taken aback by their incredible wood decor .",['AMBIENCE'],['GENERAL'],['2'],[]
"the music playing was very hip , 20 - 30 something pop music , but the subwoofer to the sound system was located under my seat , which became annoying midway through dinner .","['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '0']","[{'category': 'Atmosphere', 'aspect': 'Music', 'segment': 'the music playing was very hip, 20-30 something pop music', 'sentiment': 'positive'}, {'category': 'Atmosphere', 'aspect': 'Sound System', 'segment': 'but the subwoofer to the sound system was located under my seat, which became annoying midway through dinner', 'sentiment': 'negative'}]"
i got the shellfish and shrimp appetizer and it was alright .,['FOOD'],['QUALITY'],['1'],"[{'category': 'Style_Options', 'aspect': 'Appetizer', 'segment': 'I got the shellfish and shrimp appetizer', 'sentiment': 'neutral'}]"
"it was n ' t the freshest seafood ever , but the taste and presentation was ok .","['FOOD', 'FOOD']","['STYLE_OPTIONS', 'QUALITY']","['1', '1']","[{'category': 'Quality', 'aspect': 'Seafood', 'segment': ""it wasn't the freshest seafood ever"", 'sentiment': 'negative'}, {'category': 'Quality', 'aspect': 'Taste', 'segment': 'the taste was ok', 'sentiment': 'positive'}, {'category': 'Quality', 'aspect': 'Presentation', 'segment': 'the presentation was ok', 'sentiment': 'positive'}]"
"i picked the asparagus , which turned out to be incredible and perfectly prepared .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Asparagus', 'segment': 'which turned out to be incredible and perfectly prepared', 'sentiment': 'positive'}]"
"the 9 oz steak came next and it tasted great , at least initially .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Steak', 'segment': 'The 9 oz steak came next and it tasted great, at least initially', 'sentiment': 'positive'}]"
the steak was done to my exact liking ( medium rare ) and was nice and juicy .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Steak', 'segment': 'The steak was done to my exact liking ( medium rare ) and was nice and juicy', 'sentiment': 'positive'}]"
"it ? s served with either a peppercorn sauce or red wine reduction , though both were indistinguishable in taste .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['1', '1']","[{'category': 'Style_Options', 'aspect': 'Sauce', 'segment': ""it's served with either a peppercorn sauce or red wine reduction"", 'sentiment': 'indistinguishable'}, {'category': 'Taste', 'aspect': 'Sauce', 'segment': 'both were indistinguishable in taste', 'sentiment': 'negative'}]"
"though , one thing i realized later on was that the restaurant either used msg or a meat tenderizer on the steak .",['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the restaurant either used msg or a meat tenderizer on the steak', 'sentiment': 'negative'}]"
