text,term_true,cat_true,pol_true,analysis,term,cat,pol,seg
"the 9 oz steak came next and it tasted great , at least initially .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the 9 oz steak came next and it tasted great', 'sentiment': 'positive', 'review_id': 281}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'at least initially', 'sentiment': 'positive', 'review_id': 281}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['the 9 oz steak came next and it tasted great', 'at least initially']"
the steak was done to my exact liking ( medium rare ) and was nice and juicy .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the steak was done to my exact liking ( medium rare ) and was nice and juicy', 'sentiment': 'positive', 'review_id': 282}]",['Food'],['Quality'],[2],['the steak was done to my exact liking ( medium rare ) and was nice and juicy']
"it ? s served with either a peppercorn sauce or red wine reduction , though both were indistinguishable in taste .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['1', '1']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'peppercorn sauce or red wine reduction , though both were indistinguishable in taste', 'sentiment': 'negative', 'review_id': 283}]",['Food'],['Quality'],[0],"['peppercorn sauce or red wine reduction , though both were indistinguishable in taste']"
"though , one thing i realized later on was that the restaurant either used msg or a meat tenderizer on the steak .",['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the restaurant either used msg or a meat tenderizer on the steak', 'sentiment': 'negative', 'review_id': 284}]",['Food'],['Quality'],[0],['the restaurant either used msg or a meat tenderizer on the steak']
the desert was the perfect ending to an almost perfect dinner .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the desert was the perfect ending to an almost perfect dinner', 'sentiment': 'positive', 'review_id': 285}]",['Food'],['Quality'],[2],['the desert was the perfect ending to an almost perfect dinner']
"overall , i would go back and eat at the restaurant again .",['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'overall', 'sentiment': 'positive', 'review_id': 286}]",['Restaurant'],['General'],[2],['overall']
but the servers were extremely attentive and very friendly .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the servers were extremely attentive', 'sentiment': 'positive', 'review_id': 287}, {'category': 'General', 'aspect': 'Service', 'segment': 'very friendly', 'sentiment': 'positive', 'review_id': 287}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the servers were extremely attentive', 'very friendly']"
"good sake , good food – i honestly do n ' t know much about japanese food at all .","['DRINKS', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Drinks', 'segment': 'good sake', 'sentiment': 'positive', 'review_id': 288}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'good food', 'sentiment': 'positive', 'review_id': 288}]","['Drinks', 'Food']","['Quality', 'Quality']","[2, 2]","['good sake', 'good food']"
server made several sake suggestions which were very good .,"['DRINKS', 'SERVICE']","['QUALITY', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'server made several sake suggestions', 'sentiment': 'positive', 'review_id': 289}, {'category': 'Quality', 'aspect': 'Drinks', 'segment': 'sake suggestions were very good', 'sentiment': 'positive', 'review_id': 289}]","['Service', 'Drinks']","['General', 'Quality']","[2, 2]","['server made several sake suggestions', 'sake suggestions were very good']"
had many dishes but the best was the lobster 3 ways .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'lobster 3 ways', 'sentiment': 'positive', 'review_id': 290}]",['Food'],['Quality'],[2],['lobster 3 ways']
the waiter was a bit unfriendly and the feel of the restaurant was crowded .,"['SERVICE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['0', '0']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the waiter was a bit unfriendly', 'sentiment': 'negative', 'review_id': 291}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'the feel of the restaurant was crowded', 'sentiment': 'negative', 'review_id': 291}]","['Service', 'Ambience']","['General', 'General']","[0, 0]","['the waiter was a bit unfriendly', 'the feel of the restaurant was crowded']"
"also , there was only one bathroom stall - probably need more for such big crowds .",['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'one bathroom stall', 'sentiment': 'negative', 'review_id': 292}]",['Restaurant'],['General'],[0],['one bathroom stall']
"most importantly , we were so excited about the food after seeing the very creative menu .",['FOOD'],['STYLE_OPTIONS'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'we were so excited about the food after seeing the very creative menu', 'sentiment': 'positive', 'review_id': 293}]",['Food'],['Quality'],[2],['we were so excited about the food after seeing the very creative menu']
"at best , the food was good and definately overpriced .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food was good', 'sentiment': 'positive', 'review_id': 294}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'definately overpriced', 'sentiment': 'negative', 'review_id': 294}]","['Food', 'Food']","['Quality', 'Prices']","[2, 0]","['the food was good', 'definately overpriced']"
for the amount of food we got the prices should have been lower .,"['FOOD', 'FOOD']","['PRICES', 'STYLE_OPTIONS']","['0', '0']","[{'category': 'Prices', 'aspect': 'Food', 'segment': 'for the amount of food we got the prices should have been lower', 'sentiment': 'negative', 'review_id': 295}]",['Food'],['Prices'],[0],['for the amount of food we got the prices should have been lower']
my favortie pizza joint in seattle,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Pizza', 'segment': 'my favortie pizza joint in seattle', 'sentiment': 'positive', 'review_id': 296}]",['Pizza'],['General'],[2],['my favortie pizza joint in seattle']
– this is my ` ` must bring out of town guests to ' ' restaurant and they always enjoy and rave about it .,"['RESTAURANT', 'RESTAURANT']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""my ` ` must bring out of town guests to ' ' restaurant"", 'sentiment': 'positive', 'review_id': 297}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'they always enjoy and rave about it', 'sentiment': 'positive', 'review_id': 297}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","[""my ` ` must bring out of town guests to ' ' restaurant"", 'they always enjoy and rave about it']"
the pizza is delicious and the salads are fantastic .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'pizza is delicious', 'sentiment': 'positive', 'review_id': 298}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'salads are fantastic', 'sentiment': 'positive', 'review_id': 298}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['pizza is delicious', 'salads are fantastic']"
"i ' ve always found the wait staff and , if you sit at the bar , the cooks very friendly .","['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the wait staff', 'sentiment': 'positive', 'review_id': 299}, {'category': 'General', 'aspect': 'Service', 'segment': 'the cooks', 'sentiment': 'positive', 'review_id': 299}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the wait staff', 'the cooks']"
i also really enjoy the simplicity of the decor and intimate feeling of a small restaurant .,"['AMBIENCE', 'AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'the simplicity of the decor', 'sentiment': 'positive', 'review_id': 300}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'the intimate feeling of a small restaurant', 'sentiment': 'positive', 'review_id': 300}]","['Ambience', 'Ambience']","['General', 'General']","[2, 2]","['the simplicity of the decor', 'the intimate feeling of a small restaurant']"
– my husband and i love eating at mioposto cafe .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'my husband and i love eating at mioposto cafe', 'sentiment': 'positive', 'review_id': 301}]",['Restaurant'],['General'],[2],['my husband and i love eating at mioposto cafe']
we ' re ca n ' t say enough about their delicious gourmet pizza ’ s !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': ""we ' re ca n ' t say enough about their delicious gourmet pizza ’ s !"", 'sentiment': 'positive', 'review_id': 302}]",['Food'],['Quality'],[2],"[""we ' re ca n ' t say enough about their delicious gourmet pizza ’ s !""]"
you won ’ t be disappointed by their menu .,['FOOD'],['STYLE_OPTIONS'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': ""you won't be disappointed by their menu"", 'sentiment': 'positive', 'review_id': 303}]",['Food'],['Quality'],[2],"[""you won't be disappointed by their menu""]"
the pizza ' s are thin crust and the menu offers very creative combinations and toppings .,"['FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': ""pizza ' s are thin crust"", 'sentiment': 'positive', 'review_id': 304}, {'category': 'Style_Options', 'aspect': 'Food', 'segment': 'menu offers very creative combinations and toppings', 'sentiment': 'positive', 'review_id': 304}]","['Food', 'Food']","['Style_Options', 'Style_Options']","[2, 2]","[""pizza ' s are thin crust"", 'menu offers very creative combinations and toppings']"
try the pizza ensalata !,['FOOD'],['QUALITY'],['2'],"[{'category': 'Recommendation', 'aspect': 'Food', 'segment': 'try the pizza ensalata', 'sentiment': 'positive', 'review_id': 305}]",['Food'],['Recommendation'],[2],['try the pizza ensalata']
the pizza ' s are not huge and the crust is thin … keep that in mind when you ’ re ordering .,"['FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': ""pizza ' s are not huge"", 'sentiment': 'negative', 'review_id': 306}, {'category': 'Style_Options', 'aspect': 'Food', 'segment': 'crust is thin', 'sentiment': 'negative', 'review_id': 306}]","['Food', 'Food']","['Style_Options', 'Style_Options']","[0, 0]","[""pizza ' s are not huge"", 'crust is thin']"
the food is sinful .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is sinful', 'sentiment': 'positive', 'review_id': 307}]",['Food'],['Quality'],[2],['the food is sinful']
the staff was really friendly .,['SERVICE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Service', 'segment': 'the staff was really friendly', 'sentiment': 'positive', 'review_id': 308}]",['Service'],['General'],[2],['the staff was really friendly']
the atmosphere was great .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': 'the atmosphere was great', 'sentiment': 'positive', 'review_id': 309}]",['Ambience'],['General'],[2],['the atmosphere was great']
"the specialty here is decadent pancakes , but i ' ve been back now four times , and i ' ve been wowed every time .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the specialty here is decadent pancakes', 'sentiment': 'positive', 'review_id': 310}, {'category': 'Quality', 'aspect': 'Food', 'segment': ""i ' ve been wowed every time"", 'sentiment': 'positive', 'review_id': 310}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['the specialty here is decadent pancakes', ""i ' ve been wowed every time""]"
nothing on the menu is less than amazing .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'nothing on the menu is less than amazing', 'sentiment': 'positive', 'review_id': 311}]",['Food'],['Quality'],[2],['nothing on the menu is less than amazing']
good eats .,['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'good eats', 'sentiment': 'positive', 'review_id': 312}]",['Food'],['Quality'],[2],['good eats']
"i have been to this place , folks and it is bad .",['RESTAURANT'],['GENERAL'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'i have been to this place , folks and it is bad', 'sentiment': 'negative', 'review_id': 313}]",['Restaurant'],['General'],[0],"['i have been to this place , folks and it is bad']"
maybe it is good for that one night once in a blue moon when the chefs decide to use fish that ' s half - way decent .,['FOOD'],['QUALITY'],['0'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': ""maybe it is good for that one night once in a blue moon when the chefs decide to use fish that ' s half - way decent"", 'sentiment': 'neutral', 'review_id': 314}]",['Food'],['Quality'],[1],"[""maybe it is good for that one night once in a blue moon when the chefs decide to use fish that ' s half - way decent""]"
"i have been here , spent tons of money on a chef special dinner and it was a major dissappointment .","['FOOD', 'FOOD']","['QUALITY', 'PRICES']","['0', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'major dissappointment', 'sentiment': 'negative', 'review_id': 315}]",['Food'],['Quality'],[0],['major dissappointment']
– the atmosphere is great for any special occasion you might want to celebrate .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': 'atmosphere is great for any special occasion', 'sentiment': 'positive', 'review_id': 316}]",['Ambience'],['General'],[2],['atmosphere is great for any special occasion']
the best dish are the honwy walnut prawns - just outstanding .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the best dish are the honwy walnut prawns', 'sentiment': 'positive', 'review_id': 317}]",['Food'],['Quality'],[2],['the best dish are the honwy walnut prawns']
fancy pieces of exotic fish on a $ 100 dollar plate and not one was eatable .,"['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'STYLE_OPTIONS', 'PRICES']","['0', '0', '0']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'fancy pieces of exotic fish on a $ 100 dollar plate and not one was eatable', 'sentiment': 'negative', 'review_id': 318}]",['Food'],['Quality'],[0],['fancy pieces of exotic fish on a $ 100 dollar plate and not one was eatable']
the service is really attentive and charming .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the service is really attentive', 'sentiment': 'positive', 'review_id': 319}, {'category': 'General', 'aspect': 'Service', 'segment': 'the service is charming', 'sentiment': 'positive', 'review_id': 319}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the service is really attentive', 'the service is charming']"
"the service was excellent , the coffee was good even by starbucks standards and the food was outstanding .","['SERVICE', 'DRINKS', 'FOOD']","['GENERAL', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the service was excellent', 'sentiment': 'positive', 'review_id': 320}, {'category': 'Quality', 'aspect': 'Coffee', 'segment': 'the coffee was good even by starbucks standards', 'sentiment': 'positive', 'review_id': 320}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'the food was outstanding', 'sentiment': 'positive', 'review_id': 320}]","['Service', 'Coffee', 'Food']","['General', 'Quality', 'Quality']","[2, 2, 2]","['the service was excellent', 'the coffee was good even by starbucks standards', 'the food was outstanding']"
– i recently had the pleasure of dining as this delightful restaurant on 2nd street and wow what a great evening we had .,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'i recently had the pleasure of dining as this delightful restaurant', 'sentiment': 'positive', 'review_id': 321}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'wow what a great evening we had', 'sentiment': 'positive', 'review_id': 321}]","['Restaurant', 'Restaurant']","['General', 'General']","[2, 2]","['i recently had the pleasure of dining as this delightful restaurant', 'wow what a great evening we had']"
"the food is fantastic , authentic , delicious and very , very affordable .","['FOOD', 'FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY', 'PRICES']","['2', '2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food is fantastic', 'sentiment': 'positive', 'review_id': 322}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'authentic', 'sentiment': 'positive', 'review_id': 322}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'delicious', 'sentiment': 'positive', 'review_id': 322}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'very , very affordable', 'sentiment': 'positive', 'review_id': 322}]","['Food', 'Food', 'Food', 'Food']","['Quality', 'Quality', 'Quality', 'Prices']","[2, 2, 2, 2]","['the food is fantastic', 'authentic', 'delicious', 'very , very affordable']"
the decor was beautiful and unique .,"['AMBIENCE', 'AMBIENCE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'the decor was beautiful', 'sentiment': 'positive', 'review_id': 323}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'the decor was unique', 'sentiment': 'positive', 'review_id': 323}]","['Ambience', 'Ambience']","['General', 'General']","[2, 2]","['the decor was beautiful', 'the decor was unique']"
"there was a really nice vibe about the place . . . good music , atmosphere and happy looking people .","['AMBIENCE', 'AMBIENCE', 'AMBIENCE', 'RESTAURANT']","['GENERAL', 'GENERAL', 'GENERAL', 'MISCELLANEOUS']","['2', '2', '2', '2']","[{'category': 'General', 'aspect': 'Ambience', 'segment': 'there was a really nice vibe about the place', 'sentiment': 'positive', 'review_id': 324}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'good music , atmosphere and happy looking people', 'sentiment': 'positive', 'review_id': 324}]","['Ambience', 'Ambience']","['General', 'General']","[2, 2]","['there was a really nice vibe about the place', 'good music , atmosphere and happy looking people']"
our server was very professional and friendly .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'our server was very professional', 'sentiment': 'positive', 'review_id': 325}, {'category': 'General', 'aspect': 'Service', 'segment': 'our server was friendly', 'sentiment': 'positive', 'review_id': 325}]","['Service', 'Service']","['General', 'General']","[2, 2]","['our server was very professional', 'our server was friendly']"
to the owners of open sesame . . . bravo . . . i ca n ' t wait to come back to dine at your restaurant !,['RESTAURANT'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""to the owners of open sesame . . . bravo . . . i ca n ' t wait to come back to dine at your restaurant !"", 'sentiment': 'positive', 'review_id': 326}]",['Restaurant'],['General'],[2],"[""to the owners of open sesame . . . bravo . . . i ca n ' t wait to come back to dine at your restaurant !""]"
it ' s a tiny place so if you get there before 8pm on a weekend ( thurs ? sun ) you will find it easier to get a table or a seat at the sushi bar .,['RESTAURANT'],['MISCELLANEOUS'],['1'],"[{'category': 'General', 'aspect': 'Location', 'segment': ""it ' s a tiny place"", 'sentiment': 'neutral', 'review_id': 327}, {'category': 'General', 'aspect': 'Restaurant', 'segment': 'you will find it easier to get a table or a seat at the sushi bar', 'sentiment': 'positive', 'review_id': 327}]","['Location', 'Restaurant']","['General', 'General']","[1, 2]","[""it ' s a tiny place"", 'you will find it easier to get a table or a seat at the sushi bar']"
"everything , and i mean everything on the menu is delectable .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'everything on the menu is delectable', 'sentiment': 'positive', 'review_id': 328}]",['Food'],['Quality'],[2],['everything on the menu is delectable']
the waiters are very experienced and helpful with pairing your drink choice to your food tastes or vice versa .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the waiters are very experienced', 'sentiment': 'positive', 'review_id': 329}, {'category': 'General', 'aspect': 'Service', 'segment': 'helpful with pairing your drink choice to your food tastes or vice versa', 'sentiment': 'positive', 'review_id': 329}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the waiters are very experienced', 'helpful with pairing your drink choice to your food tastes or vice versa']"
"the sushi is as fresh as it comes ? you ' d think ocean was in their backyard , no joke !",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the sushi is as fresh as it comes', 'sentiment': 'positive', 'review_id': 330}]",['Food'],['Quality'],[2],['the sushi is as fresh as it comes']
"if you ' re interested in good tasting ( without the fish taste or smell ) , large portions and creative sushi dishes this is your place . . .","['FOOD', 'FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'good tasting ( without the fish taste or smell ) , large portions and creative sushi dishes', 'sentiment': 'positive', 'review_id': 331}, {'category': 'Prices', 'aspect': 'Food', 'segment': 'be prepared to spend a bit more than average', 'sentiment': 'negative', 'review_id': 331}]","['Food', 'Food']","['Quality', 'Prices']","[2, 0]","['good tasting ( without the fish taste or smell ) , large portions and creative sushi dishes', 'be prepared to spend a bit more than average']"
big thick pepperoni,"['FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'big thick pepperoni pizza', 'sentiment': 'positive', 'review_id': 332}]",['Food'],['Style_Options'],[2],['big thick pepperoni pizza']
– the pepperoni ' s cut real thick - - yum .,"['FOOD', 'FOOD']","['STYLE_OPTIONS', 'STYLE_OPTIONS']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': ""the pepperoni ' s cut real thick - - yum"", 'sentiment': 'positive', 'review_id': 333}]",['Food'],['Quality'],[2],"[""the pepperoni ' s cut real thick - - yum""]"
"the pizza itself is not exactly the best i ' ve had ever , but still pretty good .",['FOOD'],['QUALITY'],['2'],"[{'category': 'Quality', 'aspect': 'Food', 'segment': 'pizza is not exactly the best', 'sentiment': 'negative', 'review_id': 334}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'still pretty good', 'sentiment': 'positive', 'review_id': 334}]","['Food', 'Food']","['Quality', 'Quality']","[0, 2]","['pizza is not exactly the best', 'still pretty good']"
food was good and appetizing .,"['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'food was good', 'sentiment': 'positive', 'review_id': 335}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'food was appetizing', 'sentiment': 'positive', 'review_id': 335}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['food was good', 'food was appetizing']"
"portions was just enough for me , but may not be for a big eater .",['FOOD'],['STYLE_OPTIONS'],['1'],"[{'category': 'Quantity', 'aspect': 'Food', 'segment': 'portions was just enough for me', 'sentiment': 'positive', 'review_id': 336}, {'category': 'Quantity', 'aspect': 'Food', 'segment': 'portions may not be for a big eater', 'sentiment': 'negative', 'review_id': 336}]","['Food', 'Food']","['Quantity', 'Quantity']","[2, 0]","['portions was just enough for me', 'portions may not be for a big eater']"
fair menu selection .,['FOOD'],['STYLE_OPTIONS'],['1'],"[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'fair menu selection', 'sentiment': 'neutral', 'review_id': 337}]",['Food'],['Style_Options'],[1],['fair menu selection']
"the appetizer was interesting , but the creme brulee was very savory and delicious .","['FOOD', 'FOOD', 'FOOD']","['QUALITY', 'QUALITY', 'QUALITY']","['2', '2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the appetizer was interesting', 'sentiment': 'neutral', 'review_id': 338}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'the creme brulee was very savory and delicious', 'sentiment': 'positive', 'review_id': 338}]","['Food', 'Food']","['Quality', 'Quality']","[1, 2]","['the appetizer was interesting', 'the creme brulee was very savory and delicious']"
indoor ambience was modern .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': 'indoor ambience was modern', 'sentiment': 'positive', 'review_id': 339}]",['Ambience'],['General'],[2],['indoor ambience was modern']
"if it ' s nice outside , request for a table in the balcony .",['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': ""if it ' s nice outside , request for a table in the balcony"", 'sentiment': 'positive', 'review_id': 340}]",['Ambience'],['General'],[2],"[""if it ' s nice outside , request for a table in the balcony""]"
it ' s a great place to people watch .,['RESTAURANT'],['MISCELLANEOUS'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': ""it ' s a great place to people watch"", 'sentiment': 'positive', 'review_id': 341}]",['Restaurant'],['General'],[2],"[""it ' s a great place to people watch""]"
late night dinning with exeptional food .,['FOOD'],['QUALITY'],['2'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'late night dinning', 'sentiment': 'positive', 'review_id': 342}, {'category': 'Quality', 'aspect': 'Food', 'segment': 'exeptional food', 'sentiment': 'positive', 'review_id': 342}]","['Restaurant', 'Food']","['General', 'Quality']","[2, 2]","['late night dinning', 'exeptional food']"
"we were seated right away , the table was private and nice .","['AMBIENCE', 'AMBIENCE', 'SERVICE']","['GENERAL', 'GENERAL', 'GENERAL']","['2', '2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'we were seated right away', 'sentiment': 'positive', 'review_id': 343}, {'category': 'General', 'aspect': 'Ambience', 'segment': 'the table was private and nice', 'sentiment': 'positive', 'review_id': 343}]","['Service', 'Ambience']","['General', 'General']","[2, 2]","['we were seated right away', 'the table was private and nice']"
the service was exceptional - sometime there was a feeling that we were served by the army of friendly waiters .,"['SERVICE', 'SERVICE']","['GENERAL', 'GENERAL']","['2', '2']","[{'category': 'General', 'aspect': 'Service', 'segment': 'the service was exceptional', 'sentiment': 'positive', 'review_id': 344}, {'category': 'General', 'aspect': 'Service', 'segment': 'we were served by the army of friendly waiters', 'sentiment': 'positive', 'review_id': 344}]","['Service', 'Service']","['General', 'General']","[2, 2]","['the service was exceptional', 'we were served by the army of friendly waiters']"
"the food was very good , filet mignon was probably the best i ' ve ever try .","['FOOD', 'FOOD']","['QUALITY', 'QUALITY']","['2', '2']","[{'category': 'Quality', 'aspect': 'Food', 'segment': 'the food was very good', 'sentiment': 'positive', 'review_id': 345}, {'category': 'Quality', 'aspect': 'Food', 'segment': ""filet mignon was probably the best i ' ve ever try"", 'sentiment': 'positive', 'review_id': 345}]","['Food', 'Food']","['Quality', 'Quality']","[2, 2]","['the food was very good', ""filet mignon was probably the best i ' ve ever try""]"
"the portions are big though , so do not order too much .",['FOOD'],['STYLE_OPTIONS'],['1'],"[{'category': 'Style_Options', 'aspect': 'Food', 'segment': 'portions are big', 'sentiment': 'positive', 'review_id': 346}]",['Food'],['Style_Options'],[2],['portions are big']
groovy music made the dinner casual .,['AMBIENCE'],['GENERAL'],['2'],"[{'category': 'General', 'aspect': 'Ambience', 'segment': 'groovy music made the dinner casual', 'sentiment': 'positive', 'review_id': 347}]",['Ambience'],['General'],[2],['groovy music made the dinner casual']
i have a but here - there was a bathroom attendant in the restroom which was odd .,['RESTAURANT'],['MISCELLANEOUS'],['0'],"[{'category': 'General', 'aspect': 'Restaurant', 'segment': 'there was a bathroom attendant in the restroom which was odd', 'sentiment': 'negative', 'review_id': 348}]",['Restaurant'],['General'],[0],['there was a bathroom attendant in the restroom which was odd']
"the bathroom itself is very small with two toilets and only one sink , the girl was staying totally on the way hanging out paper towels from the dispenser .",['RESTAURANT'],['MISCELLANEOUS'],['0'],"[{'category': 'General', 'aspect': 'Bathroom', 'segment': 'bathroom itself is very small', 'sentiment': 'negative', 'review_id': 349}, {'category': 'General', 'aspect': 'Bathroom', 'segment': 'bathroom is small with two toilets and only one sink', 'sentiment': 'negative', 'review_id': 349}, {'category': 'General', 'aspect': 'Bathroom', 'segment': 'girl was staying totally on the way hanging out paper towels from the dispenser', 'sentiment': 'negative', 'review_id': 349}]","['Bathroom', 'Bathroom', 'Bathroom']","['General', 'General', 'General']","[0, 0, 0]","['bathroom itself is very small', 'bathroom is small with two toilets and only one sink', 'girl was staying totally on the way hanging out paper towels from the dispenser']"
